eud_seq,eud_line,hom_work,hom_book,hom_line,hom_ref,rep-in-Eud,line-with-segments,segment,cluster-in-eud,coefficient,dec_line,dec_speech,hom_text,all-lemma-same,hom_urn,eud_cluster,eud_part,eud_spkr,eud_spkr_gender,eud_spkr_being,eud_addr_first,eud_addr_all,eud_addr_gender_first,eud_addr_gender_all,eud_addr_being_first,eud_addr_being_all,eud_from_first,eud_from_last,hom_seq,hom_from_first,hom_from_last,hom_cluster,hom_part,hom_level,hom_tags,hom_spkr,hom_spkr_disg,hom_spkr_char,hom_spkr_gender,hom_spkr_gender_char,hom_spkr_being,hom_spkr_being_char,hom_addr_first,hom_addr_all,hom_addr_gender_first,hom_addr_gender_all,hom_addr_being_first,hom_addr_being_all,coefficient,notes,deception notes BV
1,56,Od.,11,590,Od.11.590,1,1,1,FALSE,2,None,None,συκέαι τε γλυκεραὶ καὶ ἐλαῖαι τηλεθόωσαι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,14,-10,259,212,-503,2105,6,0,nar,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Alcinous,Alcinous,male,male,mortal,mortal,0.50,,description of Tantalus' mirage - also same sentence in description of creation
1,57,Il.,9,639,Il.9.639,1,1,1,FALSE,1,unclassified,unclassified,ἄλλά τε πόλλʼ ἐπὶ τῇσι σὺ δʼ ἵλαον ἔνθεο θυμόν,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,15,-9,245,15,-3,1135,5,0,per; del,Aias (son of Telamon),Aias (son of Telamon),Aias (son of Telamon),male,male,mortal,mortal,Achilles,Achilles,male,male,mortal,mortal,1.00,,"context of persuasion, not deceptive"
1,58,Od.,7,117,Od.7.117,1,1,1,TRUE,1,None,None,τάων οὔ ποτε καρπὸς ἀπόλλυται οὐδʼ ἀπολείπει,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,16,-8,0,0,0,0,0,0,0,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,1.00,,description of land of the Phaeacians
1,59,Od.,4,388,Od.4.388,1,1,1,FALSE,1,None,None,τόν γʼ εἴ πως σὺ δύναιο λοχησάμενος λελαβέσθαι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,17,-7,81,5,-5,2027,3,1,res; ins,Eidothea,Eidothea,Eidothea,female,female,divine,divine,Menelaus,Menelaus,male,male,mortal,mortal,1.00,,"good, truthful advice"
1,60,Il.,6,260,Il.6.260,1,1,1,FALSE,1,unclassified,unclassified,πρῶτον ἔπειτα δὲ καὐτὸς ὀνήσεαι αἴ κε πίῃσθα,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,18,-6,161,6,-2,1092,1,0,que; con,Hecuba,Hecuba,Hecuba,female,female,mortal,mortal,Hector,Hector,male,male,mortal,mortal,1.00,,"good, truthful advice"
1,61,Od.,5,136,Od.5.136,1,1,1,FALSE,3,None,None,θήσειν ἀθάνατον καὶ ἀγήραον ἤματα πάντα,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,19,-5,117,18,-8,2037,3,0,vit; del,Calypso,Calypso,Calypso,female,female,divine,divine,Hermes,Hermes,male,male,divine,divine,0.33,,"Calypso's promise to Odysseus of making him immortal, indirect speech"
1,61,Od.,7,257,Od.7.257,1,1,1,FALSE,3,None,None,θήσειν ἀθάνατον καὶ ἀγήραον ἤματα πάντα,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,19,-5,153,16,-40,2060,2,0,nar,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Arete,Arete,female,female,mortal,mortal,0.33,,"Calypso's promise to Odysseus of making him immortal, indirect speech"
1,61,Od.,23,336,Od.23.336,1,1,1,FALSE,3,None,None,θήσειν ἀθάνατον καὶ ἀγήραον ἤματα πάντα,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,19,-5,0,0,0,0,0,0,0,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,0.33,,"Calypso's promise to Odysseus of making him immortal, indirect speech"
1,62,Od.,6,181,Od.6.181,1,1,1,TRUE,1,None,Possible,ἄνδρα τε καὶ οἶκον καὶ ὁμοφροσύνην ὀπάσειαν,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,20,-4,136,32,-4,2051,1,0,que; del; nar; req,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Nausicaa,Nausicaa,female,female,mortal,mortal,1.00,,persuasion
1,63,Od.,6,182,Od.6.182,1,1,1,TRUE,1,None,Possible,ἐσθλήν οὐ μὲν γὰρ τοῦ γε κρεῖσσον καὶ ἄρειον,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,21,-3,136,33,-3,2051,1,0,que; del; nar; req,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Nausicaa,Nausicaa,female,female,mortal,mortal,1.00,,persuasion
1,64,Od.,6,183,Od.6.183,1,1,1,TRUE,1,None,Possible,ἢ ὅθʼ ὁμοφρονέοντε νοήμασιν οἶκον ἔχητον,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,22,-2,136,34,-2,2051,1,0,que; del; nar; req,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Nausicaa,Nausicaa,female,female,mortal,mortal,1.00,,persuasion
1,65,Od.,6,184,Od.6.184,1,1,1,TRUE,1,None,Possible,ἀνὴρ ἠδὲ γυνή πόλλʼ ἄλγεα δυσμενέεσσι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,23,-1,136,35,-1,2051,1,0,que; del; nar; req,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Nausicaa,Nausicaa,female,female,mortal,mortal,1.00,,persuasion
1,66,Od.,6,185,Od.6.185,1,1,1,TRUE,1,None,Possible,χάρματα δʼ εὐμενέτῃσι μάλιστα δέ τʼ ἔκλυον αὐτοί,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27001,1,snake,other,other,Eve,Eve,female,female,mortal,mortal,24,0,136,36,0,2051,1,0,que; del; nar; req,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Nausicaa,Nausicaa,female,female,mortal,mortal,1.00,,persuasion
2,100,Il.,14,190,Il.14.190,2,1,1,FALSE,1,None,None,ἦ ῥά νύ μοί τι πίθοιο φίλον τέκος ὅττί κεν εἴπω,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,0,-76,366,0,-2,1200,1,0,que,Hera,Hera,Hera,female,female,divine,divine,Aphrodite,Aphrodite,female,female,divine,divine,1.00,,
2,101,Il.,9,104,Il.9.104,1,1,1,TRUE,1,unclassified,unclassified,οὐ γάρ τις νόον ἄλλος ἀμείνονα τοῦδε νοήσει,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,1,-75,235,8,-9,1131,1,0,del,Nestor,Nestor,Nestor,male,male,mortal,mortal,Greeks,Greeks,male,male,mortal,mortal,1.00,,
2,102,Il.,9,105,Il.9.105,1,1,1,TRUE,1,unclassified,unclassified,οἷον ἐγὼ νοέω ἠμὲν πάλαι ἠδʼ ἔτι καὶ νῦν,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,2,-74,235,9,-8,1131,1,0,del,Nestor,Nestor,Nestor,male,male,mortal,mortal,Greeks,Greeks,male,male,mortal,mortal,1.00,,
2,103,Il.,4,360,Il.4.360,1,1,1,TRUE,1,None,None,οἶδα γὰρ ὥς τοι θυμὸς ἐνὶ στήθεσσι φίλοισιν,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,3,-73,108,2,-3,1059,3,0,des; del,Agamemnon,Agamemnon,Agamemnon,male,male,mortal,mortal,Odysseus,Odysseus,male,male,mortal,mortal,1.00,,
2,104,Il.,4,361,Il.4.361,2,1,1,TRUE,1,None,None,ἤπια δήνεα οἶδε τὰ γὰρ φρονέεις ἅ τʼ ἐγώ περ,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,4,-72,108,3,-2,1059,3,0,des; del,Agamemnon,Agamemnon,Agamemnon,male,male,mortal,mortal,Odysseus,Odysseus,male,male,mortal,mortal,1.00,,
2,105,Il.,7,446,Il.7.446,1,2,2,FALSE,1,unclassified,unclassified,Ζεῦ πάτερ ἦ ῥά τίς ἐστι βροτῶν ἐπʼ ἀπείρονα γαῖαν,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,5,-71,204,0,-7,1112,1,0,que,Poseidon,Poseidon,Poseidon,male,male,divine,divine,Zeus,Zeus,male,male,divine,divine,0.50,,
2,105,Il.,7,448,Il.7.448,1,2,1,FALSE,1,unclassified,unclassified,οὐχ ὁράᾳς ὅτι δʼ αὖτε κάρη κομόωντες Ἀχαιοὶ,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,5,-71,204,2,-5,1112,1,0,que,Poseidon,Poseidon,Poseidon,male,male,divine,divine,Zeus,Zeus,male,male,divine,divine,0.50,,
2,106,Il.,11,695,Il.11.695,1,2,1,FALSE,3,unclassified,unclassified,ἡμέας ὑβρίζοντες ἀτάσθαλα μηχανόωντο,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,6,-70,314,39,-108,1169,2,0,que; del; nar; per,Nestor,Nestor,Nestor,male,male,mortal,mortal,Patroclus,Patroclus,male,male,mortal,mortal,0.17,,
2,106,Od.,3,307,Od.3.307,1,2,2,FALSE,1,None,None,ἂψ ἀπʼ Ἀθηνάων κατὰ δʼ ἔκτανε πατροφονῆα,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,6,-70,55,53,-21,2019,9,0,res; nar; del,Nestor,Nestor,Nestor,male,male,mortal,mortal,Telemachus,Telemachus,male,male,mortal,mortal,0.50,,
2,106,Od.,17,588,Od.17.588,1,2,1,FALSE,3,None,None,ἀνέρες ὑβρίζοντες ἀτάσθαλα μηχανόωνται,FALSE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,6,-70,451,2,0,2175,3,0,del,Penelope,Penelope,Penelope,female,female,mortal,mortal,Eumaeus,Eumaeus,male,male,mortal,mortal,0.17,,
2,106,Od.,20,370,Od.20.370,1,2,1,FALSE,3,None,None,ἀνέρας ὑβρίζοντες ἀτάσθαλα μηχανάασθε,FALSE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,6,-70,550,6,0,2216,3,0,del,Theoclymenus,Theoclymenus,Theoclymenus,male,male,mortal,mortal,Eurymachus,Eurymachus,male,male,mortal,mortal,0.17,,
2,107,Od.,2,56,Od.2.56,1,1,1,FALSE,2,None,None,βοῦς ἱερεύοντες καὶ ὄις καὶ πίονας αἶγας,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,7,-69,22,16,-23,2006,2,0,del; vit,Telemachus,Telemachus,Telemachus,male,male,mortal,mortal,Aegyptius,Aegyptius,male,male,mortal,mortal,0.50,,
2,107,Od.,17,535,Od.17.535,1,1,1,FALSE,2,None,None,βοῦς ἱερεύοντες καὶ ὄϊς καὶ πίονας αἶγας,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,7,-69,445,6,-5,2173,3,0,com,Penelope,Penelope,Penelope,female,female,mortal,mortal,Eumaeus,Eumaeus,male,male,mortal,mortal,0.50,,
2,108,Od.,17,321,Od.17.321,1,1,1,FALSE,1,None,None,οὐκέτʼ ἔπειτʼ ἐθέλουσιν ἐναίσιμα ἐργάζεσθαι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,8,-68,423,9,-2,2165,2,0,inf,Eumaeus,Eumaeus,Eumaeus,male,male,mortal,mortal,Odysseus-beggar,Odysseus-beggar,male,male,mortal,mortal,1.00,,
2,109,Il.,20,467,Il.20.467,1,1,1,FALSE,1,None,None,οὐ γάρ τι γλυκύθυμος ἀνὴρ ἦν οὐδʼ ἀγανόφρων,TRUE,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,9,-67,0,0,0,0,0,0,0,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,Narrator,1.00,,
2,110,Od.,2,230,Od.2.230,2,1,1,TRUE,2,None,None,μή τις ἔτι πρόφρων ἀγανὸς καὶ ἤπιος ἔστω,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,10,-66,29,1,-11,2006,8,0,del,Mentor,Mentor,Mentor,male,male,mortal,mortal,assembly,assembly,male,male,mortal,mortal,0.50,,
2,110,Od.,5,8,Od.5.8,2,1,1,TRUE,2,None,None,μή τις ἔτι πρόφρων ἀγανὸς καὶ ἤπιος ἔστω,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,10,-66,112,1,-12,2036,1,0,req; per,Athena,Athena,Athena,female,female,divine,divine,Zeus,Zeus,male,male,divine,divine,0.50,,
2,111,Od.,2,231,Od.2.231,1,1,1,TRUE,2,None,None,σκηπτοῦχος βασιλεύς μηδὲ φρεσὶν αἴσιμα εἰδώς,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,11,-65,29,2,-10,2006,8,0,del,Mentor,Mentor,Mentor,male,male,mortal,mortal,assembly,assembly,male,male,mortal,mortal,0.50,,
2,111,Od.,5,9,Od.5.9,1,1,1,TRUE,2,None,None,σκηπτοῦχος βασιλεύς μηδὲ φρεσὶν αἴσιμα εἰδώς,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,11,-65,112,2,-11,2036,1,0,req; per,Athena,Athena,Athena,female,female,divine,divine,Zeus,Zeus,male,male,divine,divine,0.50,,
2,112,Od.,2,232,Od.2.232,1,1,1,TRUE,2,None,None,ἀλλʼ αἰεὶ χαλεπός τʼ εἴη καὶ αἴσυλα ῥέζοι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,12,-64,29,3,-9,2006,8,0,del,Mentor,Mentor,Mentor,male,male,mortal,mortal,assembly,assembly,male,male,mortal,mortal,0.50,,
2,112,Od.,5,10,Od.5.10,1,1,1,TRUE,2,None,None,ἀλλʼ αἰεὶ χαλεπός τʼ εἴη καὶ αἴσυλα ῥέζοι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,12,-64,112,3,-10,2036,1,0,req; per,Athena,Athena,Athena,female,female,divine,divine,Zeus,Zeus,male,male,divine,divine,0.50,,
2,113,Od.,16,375,Od.16.375,1,1,1,FALSE,1,None,None,λαοὶ δʼ οὐκέτι πάμπαν ἐφʼ ἡμῖν ἦρα φέρουσιν,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,13,-63,396,11,-17,2153,1,0,war; del,Antinous,Antinous,Antinous,male,male,mortal,mortal,suitors of Penelope,suitors of Penelope,male,male,mortal,mortal,1.00,,
2,114,Od.,14,125,Od.14.125,1,1,1,FALSE,1,None,None,ψεύδοντʼ οὐδʼ ἐθέλουσιν ἀληθέα μυθήσασθαι,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,14,-62,315,3,-22,2128,6,0,res,Eumaeus,Eumaeus,Eumaeus,male,male,mortal,mortal,Odysseus-beggar,Odysseus-beggar,male,male,mortal,mortal,1.00,,
2,115,Od.,22,414,Od.22.414,1,1,1,TRUE,2,None,None,οὔ τινα γὰρ τίεσκον ἐπιχθονίων ἀνθρώπων,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,15,-61,609,3,-4,2239,3,0,war; com,Odysseus,Odysseus,Odysseus,male,male,mortal,mortal,Euryclea,Euryclea,female,female,mortal,mortal,0.50,,
2,115,Od.,23,65,Od.23.65,1,1,1,TRUE,2,None,None,οὔ τινα γὰρ τίεσκον ἐπιχθονίων ἀνθρώπων,TRUE,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2,27002,1,God,male,divine,Jesus,Jesus,male,male,mortal,mortal,15,-61,622,6,-3,2242,6,0,del,Penelope,Penelope,Penelope,female,female,mortal,mortal,Euryclea,Euryclea,female,female,mortal,mortal,0.50,,
